timestamp,user_id,brand_id,price,transaction_hash,real_category,category_rus,category_final
1100 days 00:07:33.283226,87771125,5686.0,-4.864962043564429,070895d7bc0b8764,Unknown,Прочее,Детские товары
1100 days 00:07:41.241581,52792701,216954.0,-4.064862399797643,d02e80ccb7aaf4dd,Unknown,Прочее,Супермаркеты
1100 days 00:07:51.709527,37185310,,-2.293579806077381,b8f6d6f99e506ec4,Unknown,Прочее,Прочее
1100 days 00:07:56.308698,61806824,169251.0,-3.16118268731697,16a6a2cc0a0571f7,Unknown,Прочее,Супермаркеты
1100 days 00:08:10.090144,18698838,,-2.998987669473955,66fe7e5c80142586,Unknown,Прочее,Прочее
1100 days 00:08:22.963069,33067482,,-10.0,bda305c09b7ac568,Unknown,Прочее,Прочее
1100 days 00:08:28.482400,79943191,,-4.516259426412673,f950fdce12e7f646,Unknown,Прочее,Прочее
1100 days 00:08:36.862685,21030438,160789.0,-5.255631771988082,cf122995d6a1aa9a,Unknown,Прочее,Супермаркеты
1100 days 00:08:49.158946,56743587,163178.0,-4.425729310596257,8206d80800d034f5,Unknown,Прочее,Аптеки
1100 days 00:09:06.710426,49234169,,0.1122831032181461,8614ddcf2c88ff41,Unknown,Прочее,Прочее
1100 days 00:09:09.242227,38998107,,-0.7221951728895486,9c0e905dd81d02e3,Unknown,Прочее,Прочее
1100 days 00:09:21.363363,30307857,,-4.883334632407193,d01ae21ae4935f53,Unknown,Прочее,Прочее
1100 days 00:09:26.993642,88149040,114440.0,-5.254974239392332,b5d8e7975b661e2f,Unknown,Прочее,Фастфуд
1100 days 00:09:45.592876,18040124,59566.0,0.5190896435681757,faef9c8e6795f7d6,Unknown,Прочее,Супермаркеты
1100 days 00:10:01.526805,3167846,230929.0,-6.274091690731549,f3f5dc230781c0d0,Unknown,Прочее,Дом и Ремонт
1100 days 00:10:04.861922,59363738,163178.0,-3.8371189373420074,6971d459a061cc07,Unknown,Прочее,Аптеки
1100 days 00:10:06.522496,15563451,146468.0,-1.3869357370243578,8cbd927949ff84a5,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:10:09.739196,28692341,59566.0,-0.9783675095439336,873b383b3efef087,Unknown,Прочее,Супермаркеты
1100 days 00:10:14.787073,67988654,141048.0,-4.426136421572569,179321dbdf5a6932,Unknown,Прочее,Развлечения
1100 days 00:10:25.458939,18435395,198758.0,-5.93302253680762,298b8f596081b360,Unknown,Прочее,АЗС
1100 days 00:10:29.403498,48488548,141048.0,0.550826443113374,9ffa4fa3cdc51e70,Unknown,Прочее,Развлечения
1100 days 00:10:38.626298,10840445,160789.0,-1.0541968003421955,637e109b6697b315,Unknown,Прочее,Супермаркеты
1100 days 00:10:43.966604,74169333,,-0.2781402287561543,b5733b7b19c89896,Unknown,Прочее,Прочее
1100 days 00:10:48.550929,31737100,94621.0,-1.8730147191091109,48a30c1c1182d874,Unknown,Прочее,Супермаркеты
1100 days 00:10:57.883501,38019270,,-3.004943550332426,796f6c0ad2aed5d7,Unknown,Прочее,Прочее
1100 days 00:11:01.575810,46608621,,-5.818575692388696,1d8034d0d8f1dc53,Unknown,Прочее,Прочее
1100 days 00:11:08.320353,34492016,141048.0,-1.5642773477435323,b93d32ca5aaf54e2,Unknown,Прочее,Развлечения
1100 days 00:11:47.654209,82965138,,-4.253851516710496,164fd691dab7fb04,Unknown,Прочее,Прочее
1100 days 00:11:57.501455,40120846,,-1.3607551964639684,1eebd2f1694cde3a,Unknown,Прочее,Прочее
1100 days 00:11:58.244346,66404811,240269.0,-2.9379837595389633,0d7793de710fa1d8,Unknown,Прочее,Фастфуд
1100 days 00:12:03.642254,57096744,146468.0,-2.7266813457092236,0b63aa6bd29b461b,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:12:16.193684,55646998,,-3.9894246743874633,90d2b792539b0e56,Unknown,Прочее,Прочее
1100 days 00:12:28.879814,9222057,,-2.384603076247634,6d935a4009a8651c,Unknown,Прочее,Прочее
1100 days 00:12:36.311463,44614982,,-1.264058703680087,4332ad1d45ec9fe9,Unknown,Прочее,Прочее
1100 days 00:12:39.882953,42508980,,-3.1056124818960127,a824e89a0b4c8c31,Unknown,Прочее,Прочее
1100 days 00:12:40.168700,50305940,,-4.626715827470848,69d478def1af4392,Unknown,Прочее,Прочее
1100 days 00:12:40.273377,3881282,11485.0,-4.074685069895293,c5b2534c667c5737,Unknown,Прочее,Дом и Ремонт
1100 days 00:12:41.455876,89777932,60111.0,-4.969963315084106,6e564080f4ed72aa,Unknown,Прочее,Детские товары
1100 days 00:12:51.620782,44868816,163178.0,-1.6516573019941942,097a5f8b66fc08bf,Unknown,Прочее,Аптеки
1100 days 00:12:52.271766,63254387,126581.0,-4.453965693278446,6d54cf6146ec222e,Unknown,Прочее,Супермаркеты
1100 days 00:13:01.469378,12637619,,-2.6742781860275016,c5fabcb717dc095d,Unknown,Прочее,Прочее
1100 days 00:13:33.728666,78611699,,-2.323692577827404,ca7793b02dd12cee,Unknown,Прочее,Прочее
1100 days 00:13:36.077763,79042617,111192.0,-3.112993062053148,ae5c72b0367b90bf,Unknown,Прочее,Супермаркеты
1100 days 00:13:47.953956,89435779,,-4.476102612635619,6cd8233a4bbfdf39,Unknown,Прочее,Прочее
1100 days 00:13:52.207462,19713727,243003.0,-4.314416695011454,9b028e99e32ae51c,Unknown,Прочее,Детские товары
1100 days 00:13:54.731774,12623671,,-4.617904131751761,37d9af6f9b0a9928,Unknown,Прочее,Прочее
1100 days 00:13:56.665727,70448365,,-4.510404488785021,158b39527cfd86e1,Unknown,Прочее,Прочее
1100 days 00:14:00.271217,23436249,,-3.7718104217882154,3a00cd973f3c8ecd,Unknown,Прочее,Прочее
1100 days 00:14:03.058801,24759748,,-4.07689860142738,3f1721b987d65e94,Unknown,Прочее,Прочее
1100 days 00:14:09.599955,36421240,,-2.412010355229784,9e78d7ca609d5911,Unknown,Прочее,Прочее
1100 days 00:14:18.455862,2838299,110559.0,-2.6744362042234777,e64cc392cd66a5d2,Unknown,Прочее,Супермаркеты
1100 days 00:14:45.966605,3908232,94621.0,-2.4085877350613876,3676f96e6aacffd4,Unknown,Прочее,Супермаркеты
1100 days 00:14:46.143124,89227921,,-0.0508627657604817,0b49bfecf7f12290,Unknown,Прочее,Прочее
1100 days 00:14:52.232331,21764971,239348.0,-3.1216622102491876,c9336a5c010132bb,Unknown,Прочее,Супермаркеты
1100 days 00:15:22.491662,19919551,133879.0,-4.734869313631397,69e362f324a7aea2,Unknown,Прочее,Развлечения
1100 days 00:15:22.608966,4227790,134500.0,-3.49940837999572,531720315bf7fcb0,Unknown,Прочее,Развлечения
1100 days 00:15:45.830058,77108848,45537.0,0.6215256242983568,14c6c96b9ae2bbae,Unknown,Прочее,АЗС
1100 days 00:15:49.734282,88988754,,-0.025074007408532,415e7a750073f129,Unknown,Прочее,Прочее
1100 days 00:15:56.558245,24381014,163178.0,-1.6745441917081345,3f446c957c8f353f,Unknown,Прочее,Аптеки
1100 days 00:16:01.326572,62164596,,7.041005993316734,a43138bdea244e2e,Unknown,Прочее,Прочее
1100 days 00:16:12.035581,73070550,28505.0,-2.624443305193653,c19e227d1655e004,Unknown,Прочее,Супермаркеты
1100 days 00:16:38.226853,14070345,101404.0,-1.9816648528307212,a0c72b73add415e0,Unknown,Прочее,Супермаркеты
1100 days 00:16:47.408523,25450964,160789.0,-0.9449402831615584,5fdb39d56cfdb739,Unknown,Прочее,Супермаркеты
1100 days 00:17:07.720762,31737100,94621.0,-1.6239223232367217,730dc43a2b7509d4,Unknown,Прочее,Супермаркеты
1100 days 00:17:35.404266,56166626,,-3.1783439979061967,c0719c5f7813f465,Unknown,Прочее,Прочее
1100 days 00:17:42.277109,23247099,134500.0,-1.9504111501399168,34a3835a812fc9cb,Unknown,Прочее,Развлечения
1100 days 00:17:43.536955,13079306,,-2.352277826386244,8175d5cd468555cb,Unknown,Прочее,Прочее
1100 days 00:17:56.922182,17662889,,1.5250373732088458,258be8f128be171c,Unknown,Прочее,Прочее
1100 days 00:18:06.684843,77661682,,0.5436173296196838,56fd2b0bbf22c916,Unknown,Прочее,Прочее
1100 days 00:18:12.805499,69206236,30473.0,-6.071914719120388,ddbdaeca448f271f,Unknown,Прочее,Одежда и Спорт
1100 days 00:18:15.237216,68566115,65693.0,3.149623626826324,f8123baca9a895c5,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:18:19.863207,76317247,160789.0,-4.544260474367977,5d03a418b88ed593,Unknown,Прочее,Супермаркеты
1100 days 00:18:20.627796,88490215,,-1.5672074720777158,94a07708044c1771,Unknown,Прочее,Прочее
1100 days 00:18:22.751491,3207065,146468.0,-1.18169057824311,7135876e21b517cd,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:18:32.264086,44283704,,-7.407545504963617,c578498879c8cca3,Unknown,Прочее,Прочее
1100 days 00:18:37.090468,12637619,59566.0,-3.2626879409674774,4989ac15554eec94,Unknown,Прочее,Супермаркеты
1100 days 00:18:42.431177,14541535,,-0.0044813827994547,a9ce28aabcb6fa91,Unknown,Прочее,Прочее
1100 days 00:18:58.105688,85662134,59566.0,-1.3035417054615732,ab74461de1d355e4,Unknown,Прочее,Супермаркеты
1100 days 00:19:06.043823,24759748,,-4.790572288577324,9ffdac0165fd39cf,Unknown,Прочее,Прочее
1100 days 00:19:06.097461,79143218,,1.0766379050444217,7ee29eb87108e175,Unknown,Прочее,Прочее
1100 days 00:19:20.211536,67272824,,-1.4619628499885862,6f3627d0f27c4a97,Unknown,Прочее,Прочее
1100 days 00:19:35.565013,86514898,,0.787646457402779,bd5cd968dcc0b9cc,Unknown,Прочее,Прочее
1100 days 00:19:41.492718,14001322,,-2.9885487297641107,f4da0dc974b6115d,Unknown,Прочее,Прочее
1100 days 00:20:11.118617,76317247,,-2.3479671446783676,4c73c7f8c33b1714,Unknown,Прочее,Прочее
1100 days 00:20:18.875703,19703544,240838.0,-4.042333224008738,5d02fe469f7ca270,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:20:19.244092,64964562,,2.784724851192105,76f88167b711cb9d,Unknown,Прочее,Прочее
1100 days 00:20:22.308579,2376485,186750.0,-3.826138518193963,9456545531ae1455,Unknown,Прочее,Фастфуд
1100 days 00:20:51.181537,63158745,,0.5832798024869231,c3eba20ffae5276a,Unknown,Прочее,Прочее
1100 days 00:21:10.330617,21467540,,-3.499392832250632,fc44292d5e025630,Unknown,Прочее,Прочее
1100 days 00:21:19.763848,2348520,,-2.628008291070315,e45d0c8ce727f8b1,Unknown,Прочее,Прочее
1100 days 00:21:25.188181,81435295,,-4.027250608344412,73005ce2434b0543,Unknown,Прочее,Прочее
1100 days 00:22:17.600787,40714963,,-1.2020952423797795,be738652d4796fd2,Unknown,Прочее,Прочее
1100 days 00:22:52.716882,55328174,,-4.229481828889988,0b1d8ea47b82abac,Unknown,Прочее,Прочее
1100 days 00:22:59.448801,76317247,,-3.2108096872083705,d1fb3a5e73344ef2,Unknown,Прочее,Прочее
1100 days 00:23:10.606466,84611950,,-6.12202330581087,880f5e88fdaca535,Unknown,Прочее,Прочее
1100 days 00:23:23.377632,39427894,236133.0,-3.8643234786188967,0f9aeaa0fc214e9e,Unknown,Прочее,Супермаркеты
1100 days 00:23:42.171364,28534528,160789.0,-0.1727860414343203,0c408477a0d884ce,Unknown,Прочее,Супермаркеты
1100 days 00:23:46.478076,10195387,,-4.255872001853877,2d63ed5f95799244,Unknown,Прочее,Прочее
1100 days 00:23:52.658758,14151023,37799.0,-1.7329976083855978,d9871e322aa5bf73,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:23:59.846013,24273841,,-1.373563815982631,9ff94f5839256ee6,Unknown,Прочее,Прочее
1100 days 00:24:02.000272,21183598,,-5.599306251891329,db37e859e14d92a5,Unknown,Прочее,Прочее
1100 days 00:24:03.462353,20540589,110526.0,0.5911008164152208,12bd8e978b39b255,Unknown,Прочее,Дом и Ремонт
1100 days 00:24:55.638220,32883688,,-6.44788584385895,09ac140b98369601,Unknown,Прочее,Прочее
1100 days 00:24:58.063503,8114406,236133.0,-3.0844380018518436,78b442df3db8e726,Unknown,Прочее,Супермаркеты
1100 days 00:25:26.555639,10332486,,-1.7218343674169243,185af6c25f077916,Unknown,Прочее,Прочее
1100 days 00:25:27.343613,5951892,,-4.58852982337461,598f8f32ee51939a,Unknown,Прочее,Прочее
1100 days 00:25:28.082674,86861946,36553.0,-3.3202309179471685,2b2e78f24e21a146,Unknown,Прочее,Супермаркеты
1100 days 00:25:35.112938,74755651,177476.0,-3.523732886188517,cd91959e55343589,Unknown,Прочее,Супермаркеты
1100 days 00:25:58.586450,86386314,,-5.431900190166003,2de5fa5dee957eff,Unknown,Прочее,Прочее
1100 days 00:26:03.900237,23312943,,-1.3535281228559244,6084603062b302ca,Unknown,Прочее,Прочее
1100 days 00:26:15.213775,22147982,,-2.343978578644006,d35540f2496f46a6,Unknown,Прочее,Прочее
1100 days 00:26:21.749813,88944927,215724.0,-0.1865567075449309,606b13792f8bcd6a,Unknown,Прочее,Госуслуги
1100 days 00:26:21.900670,86236672,140392.0,-4.85445480502752,b700fb2a1cd43a8e,Unknown,Прочее,Супермаркеты
1100 days 00:27:03.082308,52504984,59566.0,0.1673783224115461,4904c04f5e0ce932,Unknown,Прочее,Супермаркеты
1100 days 00:27:04.631652,16455759,216084.0,-5.839478173405953,83d7d57d51ec3973,Unknown,Прочее,Одежда и Спорт
1100 days 00:27:09.409376,87006990,59566.0,-3.3774861656319723,e81c0b0e9ddfc238,Unknown,Прочее,Супермаркеты
1100 days 00:27:10.874816,89663682,245916.0,-6.505432801033104,e8bcf26cd7f8ca14,Unknown,Прочее,Супермаркеты
1100 days 00:27:14.345527,78076829,65693.0,-6.046948159098356,d6847eb27406c8cf,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:27:23.592496,69211996,173122.0,-5.728884610628816,05da4cf6d77d9afa,Unknown,Прочее,Дом и Ремонт
1100 days 00:27:28.399656,15770552,,-3.5260495739146314,11976d3eab69feca,Unknown,Прочее,Прочее
1100 days 00:27:50.882926,83807688,73465.0,-5.395658291764044,bfc109ed946bca8f,Unknown,Прочее,Дом и Ремонт
1100 days 00:27:52.765258,27520768,,-1.9338807524662085,4296714ff12f509f,Unknown,Прочее,Прочее
1100 days 00:27:59.071570,15285972,140392.0,-5.209497803285203,89f0e6b7d99b4b03,Unknown,Прочее,Супермаркеты
1100 days 00:27:59.964095,24005570,65693.0,-4.686910109144222,517d0e994acf70d5,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:28:11.079274,55034050,59566.0,2.722192327885788,37128c5f325f4fc0,Unknown,Прочее,Супермаркеты
1100 days 00:28:15.300706,20398530,,-6.689788768569271,58a3ad5291aac206,Unknown,Прочее,Прочее
1100 days 00:28:30.199367,79339437,215724.0,0.0310740530615699,9ae1c1f9bcc152a9,Unknown,Прочее,Госуслуги
1100 days 00:28:38.115921,89331591,,-2.813935339708414,6ed1ae6775f9225f,Unknown,Прочее,Прочее
1100 days 00:29:09.372317,38316502,,-1.325008415581097,11c843cc7786b26e,Unknown,Прочее,Прочее
1100 days 00:29:10.767507,13196425,,-3.539748320131704,7f23c0b750e1234b,Unknown,Прочее,Прочее
1100 days 00:29:19.824381,1202347,240838.0,-1.434025949523977,50dcb89c9de1872b,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:29:24.173447,4071908,,-2.438229654429663,17b029592d0ad617,Unknown,Прочее,Прочее
1100 days 00:29:25.917984,74488043,57438.0,-2.556525010817942,2428c02511e971d3,Unknown,Прочее,Супермаркеты
1100 days 00:29:37.194771,14807818,37799.0,-3.007543885040589,0753d2ab250278f7,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:29:51.039748,33908087,,6.617857214552371,ee224d9991101e01,Unknown,Прочее,Прочее
1100 days 00:29:51.866227,7004519,,5.941683693262916,5b46e6b54b965135,Unknown,Прочее,Прочее
1100 days 00:30:08.112185,25567708,16570.0,-0.0073847900390396,b345784e4ade5d92,Unknown,Прочее,Развлечения
1100 days 00:30:14.581408,60567206,,-2.2976116902053905,59406f029aa09408,Unknown,Прочее,Прочее
1100 days 00:30:22.129870,38513590,,1.100980134712748,8ab98778c85e11c7,Unknown,Прочее,Прочее
1100 days 00:30:47.217083,69755328,,-3.32865129496349,9923a8c4d930eb4c,Unknown,Прочее,Прочее
1100 days 00:30:54.466314,87992636,199381.0,-3.3359005089645626,f033b17ffe40ec70,Unknown,Прочее,АЗС
1100 days 00:30:56.786206,11000419,,-0.2344730735977495,3c141f5dbd635474,Unknown,Прочее,Прочее
1100 days 00:31:03.815199,55364736,,-2.9542973894468663,bf2888a1960d9e9f,Unknown,Прочее,Прочее
1100 days 00:31:32.441986,2714093,,-1.3831286504318112,8cbd3b42095d1c6d,Unknown,Прочее,Прочее
1100 days 00:31:48.741689,66732170,111192.0,-3.693619080187054,03c7dc33d711d9e7,Unknown,Прочее,Супермаркеты
1100 days 00:32:13.027413,38353164,,-4.123260875350363,94a9842f7d0f03e4,Unknown,Прочее,Прочее
1100 days 00:32:14.302045,24423490,122055.0,-2.6782652457636575,02f141ef41c7ff8a,Unknown,Прочее,Развлечения
1100 days 00:32:22.765169,15365984,141048.0,-1.2806605308901289,48d0acc64d1ad2a2,Unknown,Прочее,Развлечения
1100 days 00:32:24.241919,56166626,1644.0,-2.2186684716202567,769815a61c28c866,Unknown,Прочее,Госуслуги
1100 days 00:32:24.646092,27624022,40051.0,-4.862371598427814,c2cdabf2911fa8b7,Unknown,Прочее,Детские товары
1100 days 00:32:28.234035,8217858,,1.5944564900598035,455db788281a7710,Unknown,Прочее,Прочее
1100 days 00:32:53.904032,39546,94952.0,-0.0050760958942056,6092de95bd78abc4,Unknown,Прочее,Супермаркеты
1100 days 00:33:00.855097,57157499,173122.0,-5.7289119327578195,2aa16a3292a76127,Unknown,Прочее,Дом и Ремонт
1100 days 00:33:10.765799,66570168,111192.0,-3.9203387375342977,0e0ea6c26bed9f03,Unknown,Прочее,Супермаркеты
1100 days 00:33:18.900736,88369751,189851.0,-3.6363160861007744,43654390fe32f9b9,Unknown,Прочее,Госуслуги
1100 days 00:33:27.786346,88534564,59566.0,1.815027436222718,2c3e364618ef877c,Unknown,Прочее,Супермаркеты
1100 days 00:33:28.706016,65692899,94621.0,0.8808639331997241,7c9a885f3ef3f2be,Unknown,Прочее,Супермаркеты
1100 days 00:33:31.084662,80358812,60111.0,-4.0168386687652,854e9defbb834382,Unknown,Прочее,Детские товары
1100 days 00:34:14.189873,84527155,36553.0,-4.623719988613887,ed9a266e60044ca6,Unknown,Прочее,Супермаркеты
1100 days 00:34:31.266458,84445096,6982.0,-4.163896088027299,4fd584eff9daf6a6,Unknown,Прочее,Супермаркеты
1100 days 00:34:49.420133,62952130,,-5.701591033780512,150a7ea206b77e78,Unknown,Прочее,Прочее
1100 days 00:35:15.350008,31737100,,-1.8870014172117953,af33d3bc8d25192d,Unknown,Прочее,Прочее
1100 days 00:35:30.410824,35370256,,-3.29746664036886,caf468dffec4463c,Unknown,Прочее,Прочее
1100 days 00:35:38.347950,30457900,59566.0,-2.202959980458806,79c3fe1ca4fe3f43,Unknown,Прочее,Супермаркеты
1100 days 00:35:53.813657,25514090,146468.0,-1.4142485001601612,f552fa4bc3321a4c,Foodstuffs and Beverages,Супермаркеты,Супермаркеты
1100 days 00:35:57.680045,33212431,180986.0,-3.38082032817616,1c71c28c7cd025e0,Unknown,Прочее,Супермаркеты
1100 days 00:36:08.064913,66404811,111192.0,-4.027192701433999,862268765b6c2bc3,Unknown,Прочее,Супермаркеты
1100 days 00:36:11.761879,83757025,,1.6752415231711704,efadeb97aaeefbef,Unknown,Прочее,Прочее
1100 days 00:36:24.210421,16664070,,-5.082078166651474,fd3cc18c49b69743,Unknown,Прочее,Прочее
1100 days 00:36:42.975259,65000815,248083.0,-0.9902458436691324,c49dc013d2da9a5f,Unknown,Прочее,Супермаркеты
1100 days 00:37:08.542566,65074900,,3.2854511000967572,144eb572ae21f6a6,Unknown,Прочее,Прочее
1100 days 00:37:10.650187,52899032,,-5.495762129019054,c43eea9c786a519a,Unknown,Прочее,Прочее
1100 days 00:37:18.975904,9064363,,-7.4946404740613985,a6bd3e470b02766a,Unknown,Прочее,Прочее
1100 days 00:37:25.309652,80440823,72871.0,-4.124927242010275,f2fe5317d1449438,Unknown,Прочее,Супермаркеты
1100 days 00:37:35.358527,15191421,,-1.4534247699522551,f0685ea387e14114,Unknown,Прочее,Прочее
1100 days 00:37:37.541456,78461978,,-0.1972214955670849,e11ef962cf7c68e7,Unknown,Прочее,Прочее
1100 days 00:37:49.819409,60839532,139049.0,-0.895352756033171,be6aa16e279aeca0,Unknown,Прочее,Фастфуд
1100 days 00:37:55.418866,48293256,,-2.7661886815533188,24cf618b7518da61,Unknown,Прочее,Прочее
1100 days 00:38:05.677207,31737100,,-0.6070589609244702,b2cfe2e5e1c46d44,Unknown,Прочее,Прочее
1100 days 00:38:34.155411,30166973,,-5.96169462304387,2a9340ba8a521902,Unknown,Прочее,Прочее
1100 days 00:38:52.204239,32883688,,-6.659786525202605,252a467e3218b7f1,Unknown,Прочее,Прочее
1100 days 00:38:53.399309,44813615,,-2.2074358222095505,8a8d5e75980738c0,Unknown,Прочее,Прочее
1100 days 00:38:54.967830,11704512,,-5.252071485559605,df5678af38049257,Unknown,Прочее,Прочее
1100 days 00:38:57.125055,73146503,,-4.977711056095312,70b5fea12f7a364b,Unknown,Прочее,Прочее
1100 days 00:38:57.822953,21802599,,-4.816806547679555,162eba9449e7d200,Unknown,Прочее,Прочее
1100 days 00:39:06.609456,89491433,,-1.5185337730639423,c2459d6df707339d,Unknown,Прочее,Прочее
1100 days 00:39:54.974975,23247099,134500.0,0.7588172567307538,dd5dbb63e5c9ebf1,Unknown,Прочее,Развлечения
