user_id,total_spend,max_spend,tx_count,avg_check,total_income,share_АЗС,share_Аптеки,share_Госуслуги,share_Детские товары,share_Дом и Ремонт,share_Красота и Здоровье,share_Одежда и Спорт,share_Прочее,share_Путешествия,share_Развлечения,share_Супермаркеты,share_Фастфуд,net_saving,saving_rate
1299620,9326.103173683941,2448.3861512449907,5,1865.2206347367883,0.0,0.17635961313416892,0.0,0.0,0.0,0.0,0.0,0.0,0.4406936709815489,0.0,0.2611354889596779,0.12181122692460429,0.0,-9326.103173683941,0.0
1314224,6786.1630814287255,5768.966177129271,2,3393.0815407143627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501072119703174,0.0,0.0,0.14989278802968276,0.0,-6786.1630814287255,0.0
1324664,31649.802118705367,7153.470743902765,13,2434.600162977336,2312.1289124565233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6432889335109427,0.0,0.05026907645007138,0.30644199003898587,0.0,-29337.673206248845,-12.688597529399436
1361179,21810.872066671116,7439.054050453051,6,3635.1453444451863,0.0,0.0,0.25466164469692265,0.0,0.0,0.0,0.0,0.0,0.5360483972540971,0.0,0.0,0.11582191024042467,0.0934680478085554,-21810.872066671116,0.0
1388244,7721.568794101762,2649.5599349039794,3,2573.8562647005874,550.6576346266357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568624840941797,0.0,0.0,0.3431375159058203,0.0,-7170.911159475127,-13.0224493560999
1393942,4107.884032159795,2018.4104417754281,3,1369.2946773865983,1008.3310431369644,0.0,0.0,0.0,0.0,0.41600000829792455,0.0,0.0,0.09264959671192956,0.0,0.0,0.49135039499014577,0.0,-3099.552989022831,-3.0739438303714013
1416059,2874.5459211935163,2874.5459211935163,1,2874.5459211935163,1656.4653112183894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1218.0806099751271,-0.735349301748544
1429903,9238.903032804395,2984.724934388965,4,2309.725758201099,0.0,0.0,0.0,0.5773250974014362,0.0,0.0,0.0,0.0,0.16832184274859482,0.0,0.0,0.2543530598499689,0.0,-9238.903032804395,0.0
1448393,24129.44196034901,4437.096276825261,7,3447.063137192715,5305.9934938134265,0.0,0.0,0.0,0.14749659807900087,0.0,0.0,0.0,0.4988005357692424,0.0,0.0,0.35370286615175683,0.0,-18823.44846653558,-3.54758227436256
1483087,4216.388558835716,4086.3391884131274,2,2108.194279417858,3061.7228496818066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1154.665709153909,-0.3771294025760395
1502585,16191.532153334761,4864.217790906326,6,2698.5886922224604,504.57020938108496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6995826123901125,0.0,0.30041738760988745,0.0,0.0,-15686.961943953678,-31.089750548681007
1578106,3145.8127925923773,3145.8127925923773,1,3145.8127925923773,1141.2257208215642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2004.5870717708133,-1.7565211116410155
1585118,1070.2971597789222,541.6019893577165,2,535.1485798894611,2234.7031812501446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49397045072081797,0.0,0.0,0.5060295492791819,0.0,1164.4060214712222,0.5210562329892181
1586112,4506.429405039059,4506.429405039059,1,4506.429405039059,2606.9228052258745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1899.5065998131845,-0.728639373596106
1618816,15755.680111547319,5654.031612742792,6,2625.946685257886,622.2255686877791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355883288308987,0.0,0.0,0.4644116711691013,0.0,-15133.45454285954,-24.321492565428823
1631714,24266.184751562898,5247.931599807512,7,3466.5978216518424,0.0,0.2162652124153761,0.0,0.0,0.0,0.0,0.0,0.0,0.7837347875846239,0.0,0.0,0.0,0.0,-24266.184751562898,0.0
1669107,11368.995947011384,5745.4299932122185,3,3789.6653156704615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4946405100335581,0.0,0.0,0.505359489966442,0.0,-11368.995947011384,0.0
1703220,11880.07266224729,5025.211076704591,3,3960.0242207490965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-11880.07266224729,0.0
1727209,35278.460988873216,5433.920046210789,9,3919.8289987636904,0.0,0.0,0.6317630692077234,0.0,0.0,0.0,0.0,0.0,0.0964958354419406,0.0,0.0,0.2115858683364762,0.06015522701385988,-35278.460988873216,0.0
1739857,26173.873470041624,6646.02502896722,5,5234.774694008324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4590335849431709,0.0,0.18895769647262134,0.35200871858420774,0.0,-26173.873470041624,0.0
1773205,10932.89685513775,4886.295601528142,3,3644.298951712583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44693512307599437,0.0,0.1064952441101436,0.4465696328138621,0.0,-10932.89685513775,0.0
1852861,27778.726660412423,10000.0,6,4629.787776735404,39.164929270914406,0.0,0.0,0.14985294145727537,0.0,0.0,0.0,0.0,0.4542864167082477,0.0,0.0,0.3599877029011211,0.035872938933355795,-27739.56173114151,-708.2755477294357
1882783,1563.4305103733748,1563.4305103733748,1,1563.4305103733748,1459.6470446236767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-103.7834657496981,-0.07110175444945004
1904850,7227.8891215217045,3957.0814433138607,2,3613.9445607608523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7227.8891215217045,0.0
1977893,327.4414340040831,327.4414340040831,1,327.4414340040831,5388.798820780369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5061.357386776287,0.9392366564620305
1990249,10444.343294584605,5884.38386660855,4,2611.0858236461513,0.0,0.0,0.0,0.0,0.0,0.1422979249645821,0.0,0.5634039116331616,0.0,0.0,0.14701904708521324,0.0,0.14727911631704294,-10444.343294584605,0.0
2008443,13711.05521195631,4183.873396028941,7,1958.7221731366158,2481.0347013523583,0.0,0.0,0.0,0.0,0.0,0.0,0.09876955915184016,0.1122687820351602,0.0,0.0,0.7889616588129996,0.0,-11230.020510603952,-4.526345602696614
2050395,15343.391694870668,8107.956216208425,5,3068.6783389741336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979456998943325,0.0,0.0,0.0020543001056674767,0.0,-15343.391694870668,0.0
2068438,18704.550014591383,10000.0,5,3740.910002918277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05668526749955491,0.0,0.0,0.7742358877011304,0.1690788447993148,-18704.550014591383,0.0
2135176,2890.173503606377,2051.368534375448,2,1445.0867518031885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2890.173503606377,0.0
2154208,172828.85658774254,10000.0,33,5237.23807841644,0.0,0.0,0.0,0.0,0.0,0.14873509655075803,0.0,0.0,0.6803388512135212,0.0,0.013889137370243634,0.1347149487786272,0.022321966086849852,-172828.85658774254,0.0
2168502,7985.724632723042,7509.479684436106,3,2661.9082109076808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026892648059614496,0.0,0.0,0.9731073519403854,0.0,-7985.724632723042,0.0
2168999,14841.238584066054,6120.220111974897,6,2473.5397640110086,0.0,0.0,0.0,0.0,0.0,0.04866457860612594,0.0,0.0,0.8180511986375834,0.0,0.1332842227562908,0.0,0.0,-14841.238584066054,0.0
2222410,47004.54343667499,5659.288280199059,19,2473.923338772368,0.0,0.04672339098555068,0.0,0.06076429459316402,0.0,0.0,0.0,0.10790817881838541,0.6153444324732297,0.0,0.0,0.16925970312967029,0.0,-47004.54343667499,0.0
2321817,6335.913812388211,3608.7272681174236,2,3167.9569061941056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6335.913812388211,0.0
2348520,44435.47922395357,10000.0,12,3702.9566019961303,610.1311386396784,0.0,0.0,0.0399067729468294,0.039063875649057875,0.04659619047483665,0.0,0.007896824352274213,0.7890679613667512,0.0,0.0,0.0774683752102507,0.0,-43825.34808531388,-71.8293909454039
2370184,26882.78110925874,4796.873074921151,7,3840.3973013226773,0.0,0.0,0.0,0.11523510170876917,0.17843663776546737,0.0,0.0,0.0,0.4736655837863741,0.0,0.1474062040526429,0.08525647268674647,0.0,-26882.78110925874,0.0
2376485,36587.32706141362,4734.511169095201,13,2814.4097739548934,0.0,0.0,0.0,0.03984963692757167,0.0,0.0,0.0,0.0,0.0728496179281864,0.0,0.08446480837737629,0.5534891139105523,0.24934682285631327,-36587.32706141362,0.0
2377413,18073.870437595568,4891.492029507748,7,2581.981491085081,1786.5598840035334,0.12765076644858336,0.2706388787280961,0.0,0.11163826730471348,0.0,0.0,0.0,0.2238036129183367,0.0,0.0,0.2662684746002703,0.0,-16287.310553592033,-9.11657689139057
2381528,14927.42193755649,4331.121034473965,5,2985.4843875112983,0.0,0.21106576494640703,0.0,0.0,0.1485602322158845,0.0,0.0,0.0,0.46520300829676026,0.0,0.0,0.0,0.17517099454094814,-14927.42193755649,0.0
2525005,26575.71262052714,7806.782307951943,7,3796.53037436102,0.0,0.29375627361058854,0.0,0.0,0.15224470274504714,0.0,0.0,0.0,0.13044133571120647,0.0,0.14964199591082758,0.2739156920223302,0.0,-26575.71262052714,0.0
2536255,81558.02062719502,5553.443153267248,27,3020.6674306368523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743041069768511,0.0,0.18260443081486055,0.20559843501215042,0.03749302719613794,-81558.02062719502,0.0
2696697,20602.108071994906,4215.072565115337,6,3433.6846786658175,0.0,0.07451284795680665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7208929158424321,0.2045942362007613,-20602.108071994906,0.0
2705560,11305.915657560376,6112.401839211539,3,3768.638552520125,0.0,0.0,0.2049348705531519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950651294468482,0.0,-11305.915657560376,0.0
2714093,23830.226257556875,4670.536849140385,11,2166.384205232443,1140.202234859991,0.0,0.04803671541365131,0.0,0.15283585462261326,0.0,0.0,0.0,0.2237402566224745,0.0,0.0,0.40937560911305526,0.16601156422820573,-22690.02402269688,-19.89999960444128
2722346,75295.0818459396,7337.712591366032,16,4705.942615371225,0.0,0.0,0.04028704419191334,0.0,0.0,0.050720851436126674,0.0,0.0,0.7957487834871209,0.0,0.0,0.06024970622061872,0.052993614664220395,-75295.0818459396,0.0
2735046,4580.076550908156,4580.076550908156,1,4580.076550908156,292.92414840985856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4287.152402498296,-14.635708342146398
2801697,28407.22122765417,6782.4773333798585,5,5681.4442455308335,0.0,0.0,0.0,0.0,0.0,0.07414026263555974,0.0,0.0,0.691451458445267,0.0,0.0,0.23440827891917318,0.0,-28407.22122765417,0.0
2814834,19193.973586259355,5124.348572205159,6,3198.995597709892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38771169819277224,0.0,0.0,0.6122883018072278,0.0,-19193.973586259355,0.0
2838299,26591.675405472353,5591.185243092211,8,3323.959425684044,3716.303014188855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094236385669906,0.0,0.0,0.4905763614330094,0.0,-22875.372391283498,-6.1554109834276876
2859860,19932.618291711296,6335.790518702237,6,3322.1030486185496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8509770332262079,0.0,0.06738921689422606,0.08163374987956602,0.0,-19932.618291711296,0.0
2915034,25253.27174128528,4816.816832208653,9,2805.919082365031,0.0,0.0,0.3511153336877041,0.0,0.03644615154925125,0.0,0.0,0.0,0.22813681901113184,0.0,0.0,0.3843016957519129,0.0,-25253.27174128528,0.0
2948934,7687.9422133224925,6075.488174194315,2,3843.9711066612463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7687.9422133224925,0.0
3003674,1090.2629074642184,1090.2629074642184,1,1090.2629074642184,1431.8118564852239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,341.5489490210053,0.23854317693627092
3008485,62913.08313218373,5529.319860716591,17,3700.7695960108076,0.0,0.0,0.0,0.0,0.0,0.08788823541041847,0.0,0.0,0.44969757135326405,0.0,0.0,0.46241419323631755,0.0,-62913.08313218373,0.0
3012400,3487.174153106088,3487.174153106088,1,3487.174153106088,5098.441213399343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1611.267060293255,0.31603131091492104
3046152,8121.407438453691,6849.089904406784,2,4060.7037192268454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15666219724707658,0.0,0.0,0.8433378027529234,0.0,-8121.407438453691,0.0
3048993,13342.99008310315,6901.34640400337,3,4447.663361034383,1061.2182556512284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5723601091040391,0.0,0.0,0.0,0.4276398908959608,-12281.771827451921,-11.57327605518346
3115201,16916.50244659227,5030.748824437996,7,2416.6432066560383,0.0,0.0,0.0,0.0,0.10947199931640617,0.0,0.0,0.0,0.45497463562200735,0.0,0.0,0.4355533650615865,0.0,-16916.50244659227,0.0
3134833,9167.493635134346,2585.2511548607113,5,1833.498727026869,7357.409804031461,0.0,0.2205625624666428,0.0,0.0,0.0,0.0,0.0,0.49743547955514184,0.0,0.0,0.28200195797821526,0.0,-1810.083831102884,-0.24602188532587327
3143161,7045.329653647062,5704.459150030143,2,3522.664826823531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19032047747017886,0.8096795225298211,0.0,-7045.329653647062,0.0
3167846,23707.983860985187,6274.091690731549,7,3386.854837283598,2070.8821735550696,0.0,0.0,0.0,0.0,0.26464045730419306,0.0,0.0,0.735359542695807,0.0,0.0,0.0,0.0,-21637.101687430117,-10.448253388692729
3188892,1352.1666315746083,734.4804398121976,2,676.0833157873042,7640.671588802132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5431878162507897,0.0,0.0,0.45681218374921034,0.0,6288.504957227524,0.8230303951872123
3207065,26590.198160735494,10000.0,7,3798.5997372479274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418018882133762,0.0,0.0,0.2581981117866238,0.0,-26590.198160735494,0.0
3234771,2315.111593907326,2315.111593907326,1,2315.111593907326,3452.9652731196647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1137.853679212339,0.32952943027553755
3251499,95039.98081108594,4613.736099514511,27,3519.999289299479,719.5227842805357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363941160484664,0.0,0.008960624465616653,0.35464525948591696,0.0,-94320.4580268054,-131.0875209061214
3293322,444.80002717631703,444.80002717631703,1,444.80002717631703,1604.7344842873124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1159.9344571109953,0.7228201727254215
3308387,3742.4477277890305,2442.4207428935338,2,1871.2238638945153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34737345166969885,0.0,0.0,0.0,0.6526265483303012,-3742.4477277890305,0.0
3410358,8566.726031109183,6678.887005501353,2,4283.363015554592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796312128166188,0.0,0.0,0.22036878718338104,0.0,-8566.726031109183,0.0
3548216,25126.939362725363,5360.268393344261,13,1932.8414894404125,718.5802615827143,0.0,0.0,0.0,0.0,0.0,0.0,0.036606416648178444,0.7112965822212759,0.020225281863569818,0.0,0.23187171926697583,0.0,-24408.359101142647,-33.967477825485815
3662374,15585.51104724707,3453.4231069224957,6,2597.585174541178,2296.2378054455207,0.0,0.0,0.0,0.0,0.1022217859624789,0.0,0.0,0.5164842311112893,0.0,0.0,0.38129398292623184,0.0,-13289.27324180155,-5.787411569605761
3732101,46520.98928950221,6766.371222777115,9,5168.99880994469,0.0,0.0,0.0,0.08051476550403383,0.0,0.09680343579652959,0.0,0.0,0.5800874335691246,0.0,0.11816759326854352,0.0,0.12442677186176852,-46520.98928950221,0.0
3791055,25320.36645470663,5943.941673019054,9,2813.374050522959,0.0,0.0,0.0,0.0,0.0,0.10417927240470182,0.0,0.0,0.6546043248858091,0.0,0.0,0.24121640270948908,0.0,-25320.36645470663,0.0
3811996,230.7901887690834,230.7901887690834,1,230.7901887690834,2705.4094390890523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2474.619250319969,0.9146930644084714
3841734,2317.296177285756,2317.296177285756,1,2317.296177285756,798.6008624315328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1518.6953148542232,-1.9016950598202327
3843901,48531.835033152565,8791.766036632871,8,6066.479379144071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9284045929082725,0.0,0.0,0.0715954070917275,0.0,-48531.835033152565,0.0
3854478,24403.575096877514,3799.4801969256773,10,2440.357509687751,0.0,0.0,0.15304174447180147,0.0,0.10460950604294245,0.0,0.0,0.10040556298118596,0.5735705704188514,0.0,0.0,0.06837261608521873,0.0,-24403.575096877514,0.0
3881282,31672.802380964447,4712.747409411061,10,3167.2802380964445,0.0,0.0,0.0,0.15826131461339904,0.0,0.23343661247013667,0.0,0.0,0.21473737049008884,0.0,0.0,0.3935647024263754,0.0,-31672.802380964447,0.0
3893804,12151.22102601059,4438.33127157781,4,3037.8052565026474,10022.4878537714,0.0,0.0,0.3652580479012959,0.0,0.0,0.0,0.23753716202328817,0.20092848667044833,0.0,0.0,0.19627630340496757,0.0,-2128.7331722391887,-0.2123956849135177
3908232,71390.1560439657,8792.079661883465,27,2644.079853480211,2102.541974126674,0.0,0.06601591750021618,0.007811570795318813,0.07615901968560516,0.0,0.0,0.0,0.14862204728693618,0.0,0.0,0.7013914447319237,0.0,-69287.61406983902,-32.954212054966845
