user_id,socdem_cluster,region
7857768,20.0,2.0
18992155,20.0,60.0
34942391,4.0,16.0
3314445,9.0,17.0
61871279,20.0,87.0
24667364,7.0,59.0
46330931,20.0,63.0
51674008,20.0,59.0
41046883,19.0,43.0
29509466,7.0,56.0
55379438,17.0,67.0
88897179,12.0,36.0
65163198,21.0,2.0
3343788,18.0,36.0
4332896,5.0,2.0
77790189,19.0,17.0
65273201,19.0,37.0
1797457,10.0,57.0
78609695,1.0,2.0
42898071,9.0,60.0
41909092,10.0,17.0
21779414,20.0,18.0
60676041,12.0,11.0
82226841,20.0,50.0
66150382,9.0,2.0
61480799,9.0,11.0
26240838,9.0,7.0
63069631,5.0,35.0
4840913,18.0,
28709765,17.0,64.0
66897382,19.0,60.0
80452434,5.0,2.0
50636645,21.0,11.0
86755365,0.0,48.0
54178452,16.0,32.0
13234468,12.0,2.0
3838296,12.0,46.0
71194240,5.0,16.0
59757150,20.0,2.0
2368483,19.0,60.0
57917716,12.0,35.0
36131306,20.0,9.0
56111246,12.0,18.0
60623923,19.0,71.0
75782808,17.0,71.0
57555094,7.0,2.0
42902122,17.0,59.0
55540838,21.0,2.0
12519969,10.0,90.0
71738806,4.0,18.0
25671016,18.0,56.0
73484312,4.0,2.0
13490793,12.0,2.0
81076146,19.0,75.0
10685788,9.0,88.0
31136169,4.0,67.0
24069249,9.0,8.0
27402426,10.0,
51429346,9.0,88.0
36647930,0.0,48.0
40034326,10.0,45.0
51953687,19.0,2.0
30179479,17.0,54.0
66776327,4.0,
72712307,4.0,29.0
53842729,9.0,18.0
56795177,20.0,84.0
40793538,20.0,29.0
50134942,20.0,90.0
81663037,12.0,2.0
69576266,7.0,37.0
8206365,0.0,66.0
49646626,17.0,25.0
68542179,1.0,60.0
3183428,7.0,33.0
21711873,19.0,37.0
53327596,17.0,46.0
63292788,9.0,2.0
87330562,21.0,72.0
89774199,9.0,56.0
14963780,0.0,67.0
62299441,17.0,2.0
25569807,20.0,2.0
41555651,21.0,23.0
84939932,4.0,70.0
41583574,0.0,59.0
71968015,6.0,29.0
42045324,20.0,22.0
44364293,20.0,18.0
55161874,18.0,2.0
12000638,17.0,76.0
66819740,19.0,11.0
30270063,20.0,2.0
83831547,9.0,18.0
25972871,10.0,2.0
84973070,21.0,17.0
18487611,17.0,82.0
79869280,10.0,73.0
26359393,20.0,76.0
49647945,12.0,63.0
25928299,17.0,73.0
81373028,4.0,24.0
30303572,8.0,59.0
23563218,4.0,13.0
53378774,7.0,11.0
8876248,17.0,84.0
51737767,0.0,9.0
1812672,20.0,2.0
38576855,17.0,59.0
62702938,4.0,37.0
5924844,18.0,17.0
39483198,21.0,2.0
49226104,7.0,17.0
63973310,19.0,9.0
11092576,17.0,11.0
64523994,5.0,60.0
86931242,7.0,1.0
84061298,21.0,60.0
55897712,4.0,11.0
18028001,20.0,37.0
67011995,17.0,2.0
38268666,7.0,28.0
57308111,0.0,42.0
61554128,17.0,35.0
71860294,12.0,29.0
25645176,4.0,14.0
26447356,10.0,66.0
82079174,12.0,60.0
85116884,12.0,72.0
39443327,19.0,60.0
68253859,20.0,59.0
49557237,19.0,54.0
10286511,21.0,2.0
16464708,0.0,76.0
27950538,,
41501032,20.0,2.0
41860675,4.0,60.0
67489035,2.0,2.0
72409084,12.0,90.0
33455076,4.0,24.0
44740629,21.0,19.0
5557316,17.0,18.0
82043550,21.0,15.0
86644437,17.0,11.0
84056589,10.0,84.0
17796807,12.0,2.0
87583159,21.0,67.0
12595952,6.0,73.0
2873340,19.0,71.0
1991810,12.0,24.0
53174563,12.0,36.0
70828776,18.0,18.0
32670222,20.0,66.0
62103017,7.0,41.0
7439997,12.0,2.0
47916870,4.0,48.0
1228644,17.0,88.0
40045553,21.0,37.0
2771795,4.0,2.0
58922168,21.0,2.0
60177158,20.0,17.0
2230912,20.0,21.0
69538804,10.0,28.0
37280553,0.0,72.0
89288298,12.0,84.0
17491040,17.0,17.0
77623980,4.0,76.0
69244537,4.0,60.0
80359617,7.0,17.0
2324180,4.0,22.0
57422949,17.0,11.0
46309633,20.0,47.0
19701547,17.0,90.0
62717086,4.0,2.0
59324633,12.0,60.0
49474834,12.0,2.0
52091126,9.0,60.0
18798818,17.0,2.0
84758143,0.0,90.0
12943528,0.0,90.0
1773124,10.0,2.0
5691172,17.0,63.0
50941944,12.0,9.0
13415385,17.0,72.0
56115385,12.0,17.0
3402465,10.0,25.0
24920515,9.0,15.0
13562260,10.0,1.0
9346807,9.0,18.0
72249178,17.0,32.0
60940614,9.0,53.0
54569455,17.0,34.0
71786943,5.0,82.0
37152544,12.0,60.0
19808990,20.0,9.0
20865765,21.0,55.0
15139245,17.0,37.0
35892345,9.0,60.0
41665434,21.0,54.0
48450950,17.0,63.0
71961122,9.0,63.0
8920105,19.0,2.0
64005678,9.0,89.0
38725003,20.0,24.0
37177525,20.0,90.0
66410536,5.0,60.0
78382680,10.0,60.0
35653546,10.0,18.0
2774556,10.0,29.0
59477296,9.0,23.0
17689525,12.0,64.0
26115978,10.0,25.0
65754756,13.0,59.0
88631774,1.0,2.0
72931526,4.0,59.0
80500352,0.0,81.0
16358620,20.0,2.0
57847020,20.0,55.0
66839235,9.0,37.0
81967731,9.0,53.0
87707412,17.0,85.0
34604796,4.0,81.0
24230086,12.0,38.0
61234966,7.0,52.0
83889386,20.0,2.0
57100977,17.0,9.0
76015291,18.0,29.0
55452842,10.0,64.0
80788626,0.0,59.0
25105059,5.0,2.0
87773323,17.0,33.0
24387545,10.0,75.0
17818166,9.0,11.0
61197360,9.0,2.0
14512027,12.0,18.0
61783241,0.0,17.0
83261945,17.0,90.0
77848144,4.0,63.0
17467929,10.0,52.0
67010699,5.0,64.0
51443441,12.0,60.0
42650842,21.0,18.0
9066944,19.0,51.0
61666294,17.0,25.0
62700687,10.0,90.0
47787706,19.0,12.0
22023845,10.0,2.0
52520492,5.0,63.0
38663751,18.0,81.0
4963567,12.0,59.0
65930832,9.0,62.0
40007302,20.0,48.0
72521656,10.0,44.0
77932292,18.0,53.0
66840077,21.0,25.0
71432902,10.0,84.0
14660034,9.0,54.0
67246606,9.0,90.0
52100791,18.0,
5967562,9.0,29.0
61041492,13.0,24.0
67320206,18.0,73.0
84768712,17.0,45.0
75850929,12.0,23.0
63120211,19.0,37.0
4482964,4.0,55.0
31022685,10.0,2.0
75886293,17.0,56.0
68102514,4.0,28.0
34720169,19.0,66.0
22828252,12.0,17.0
57370817,21.0,67.0
8520368,20.0,53.0
55992092,9.0,2.0
43962066,12.0,61.0
77945942,20.0,
50867283,12.0,2.0
24075463,10.0,24.0
16467309,5.0,67.0
81398449,17.0,60.0
82213433,5.0,82.0
122230,12.0,2.0
3723927,21.0,2.0
77766867,5.0,35.0
40335000,20.0,18.0
30720315,19.0,83.0
88405035,17.0,41.0
59571564,18.0,71.0
77236292,12.0,60.0
85936567,19.0,2.0
9192642,20.0,2.0
81404248,10.0,2.0
81430654,0.0,2.0
47978511,13.0,
6120318,0.0,11.0
71764468,5.0,72.0
70107183,20.0,2.0
18825305,4.0,90.0
71773709,10.0,90.0
46751558,0.0,17.0
59289133,5.0,18.0
72323263,0.0,63.0
15737409,20.0,85.0
79155679,17.0,84.0
26591079,21.0,61.0
2587858,9.0,59.0
7238706,4.0,82.0
57219331,4.0,22.0
64628615,0.0,60.0
61403947,21.0,46.0
16257643,10.0,2.0
13929582,4.0,25.0
29029709,20.0,2.0
57667755,17.0,11.0
11728405,21.0,59.0
62135044,12.0,64.0
18748135,4.0,90.0
45734600,9.0,2.0
12384114,20.0,18.0
38794628,21.0,90.0
53960236,12.0,25.0
46398672,0.0,90.0
2189550,21.0,76.0
38375257,21.0,2.0
62384752,19.0,81.0
7636853,4.0,11.0
75572054,9.0,60.0
4093347,0.0,59.0
48556763,0.0,90.0
28404229,0.0,8.0
87097487,9.0,59.0
87800794,21.0,16.0
11666112,10.0,63.0
29458064,4.0,2.0
45563557,9.0,17.0
36786680,17.0,87.0
40849148,17.0,67.0
77969149,0.0,60.0
81586981,17.0,12.0
54850313,19.0,24.0
88288317,17.0,24.0
1127265,9.0,81.0
46891391,17.0,81.0
10991014,9.0,2.0
67797149,4.0,2.0
83061269,,
57926043,21.0,18.0
66758145,21.0,64.0
67821857,20.0,2.0
34533871,4.0,9.0
16599765,9.0,60.0
53270609,4.0,25.0
19179004,20.0,17.0
83801362,9.0,2.0
42399332,20.0,2.0
43158107,19.0,60.0
19177598,20.0,15.0
30813181,12.0,73.0
48207896,9.0,61.0
71027491,9.0,2.0
61557230,21.0,14.0
4228407,17.0,2.0
29537123,12.0,44.0
65996192,4.0,85.0
87714289,9.0,81.0
44797658,0.0,60.0
27853027,17.0,56.0
69113744,20.0,90.0
80909385,17.0,60.0
67956066,12.0,61.0
53611877,17.0,63.0
85911085,20.0,28.0
45494992,20.0,55.0
83162311,19.0,17.0
5571613,4.0,73.0
89908356,0.0,11.0
19235130,,
27027902,10.0,29.0
67065013,9.0,60.0
63884845,12.0,63.0
63380754,7.0,83.0
77857862,19.0,64.0
47466827,20.0,35.0
30595624,12.0,83.0
63524769,17.0,25.0
18076548,12.0,35.0
79550527,7.0,90.0
42373381,21.0,53.0
68178985,12.0,2.0
10572362,7.0,49.0
53097445,12.0,89.0
75042042,6.0,90.0
70599233,19.0,76.0
18445133,4.0,85.0
4716650,17.0,2.0
25531726,12.0,2.0
49277492,20.0,84.0
76353404,5.0,18.0
35747704,20.0,60.0
71053218,9.0,44.0
29108877,4.0,17.0
33769486,20.0,35.0
9406421,4.0,86.0
69073817,7.0,53.0
70647087,21.0,37.0
87268226,4.0,2.0
49675,19.0,2.0
88304593,9.0,18.0
60262421,18.0,2.0
47673725,4.0,2.0
16242952,20.0,12.0
14327233,4.0,37.0
39681779,12.0,2.0
84681965,10.0,4.0
69917071,20.0,27.0
12843441,19.0,74.0
88961846,21.0,2.0
27233644,0.0,37.0
66774085,21.0,2.0
464857,10.0,59.0
60676289,13.0,18.0
68387909,12.0,60.0
7911750,12.0,24.0
79977563,20.0,49.0
72337045,20.0,59.0
69040478,21.0,66.0
85175909,20.0,90.0
53817005,18.0,13.0
24389074,9.0,18.0
49096445,,
43095821,10.0,7.0
8035979,5.0,2.0
5003376,12.0,2.0
71664570,1.0,60.0
51340142,12.0,90.0
50587797,10.0,2.0
67586081,17.0,8.0
85966599,12.0,43.0
25673752,13.0,37.0
8298097,21.0,23.0
30543904,20.0,12.0
64079618,17.0,25.0
13336129,10.0,36.0
70712420,17.0,24.0
44409436,9.0,18.0
52031880,4.0,22.0
15551503,21.0,34.0
62078825,9.0,90.0
65203024,17.0,18.0
10876741,9.0,54.0
51557746,10.0,22.0
80426725,20.0,75.0
72825908,4.0,28.0
72271393,5.0,2.0
19738562,17.0,90.0
87773850,12.0,63.0
4047603,4.0,14.0
2582730,10.0,56.0
50645404,21.0,2.0
17239351,9.0,5.0
67892522,19.0,61.0
41474881,12.0,46.0
65106869,19.0,0.0
28611293,7.0,55.0
84079438,17.0,32.0
62804088,20.0,2.0
3184403,20.0,64.0
22951520,12.0,18.0
20456570,17.0,2.0
20529898,20.0,18.0
3019492,10.0,2.0
20122938,5.0,37.0
11407854,19.0,60.0
5855811,5.0,71.0
49974454,21.0,51.0
48910029,20.0,4.0
65234530,9.0,82.0
35596063,21.0,28.0
2384996,20.0,81.0
18539050,21.0,2.0
6729032,10.0,84.0
43465536,9.0,32.0
42542353,7.0,2.0
63378383,12.0,36.0
2123616,4.0,16.0
55506452,20.0,24.0
20114113,20.0,59.0
51612261,12.0,10.0
11890993,12.0,67.0
39541039,12.0,86.0
77714669,12.0,
4644810,10.0,10.0
23142891,18.0,50.0
9007966,12.0,90.0
64946648,19.0,53.0
41868665,7.0,38.0
82411754,5.0,37.0
40397799,4.0,71.0
50274876,12.0,5.0
53625664,4.0,78.0
85751369,12.0,90.0
80534212,7.0,43.0
53601458,0.0,18.0
59585254,4.0,88.0
67543430,20.0,29.0
860319,9.0,32.0
60691240,20.0,66.0
57872647,9.0,17.0
50744372,17.0,66.0
8469205,9.0,16.0
87302536,9.0,7.0
31069750,4.0,67.0
22496011,17.0,
39912512,0.0,75.0
50452175,20.0,11.0
6925529,12.0,24.0
6174160,17.0,25.0
54378086,7.0,64.0
46256048,21.0,84.0
73249056,21.0,71.0
43240037,4.0,41.0
50511295,10.0,60.0
62525951,17.0,60.0
42557936,17.0,22.0
37669403,5.0,2.0
39839130,10.0,2.0
42342781,9.0,15.0
24257151,21.0,63.0
23120867,9.0,60.0
14516161,18.0,37.0
41493086,17.0,44.0
85299535,5.0,36.0
89089203,20.0,77.0
43822967,4.0,57.0
32562410,21.0,53.0
67048146,0.0,13.0
32471067,17.0,73.0
86290057,12.0,29.0
82792899,20.0,60.0
17534228,18.0,53.0
47484949,12.0,51.0
6084942,4.0,82.0
65678618,9.0,21.0
51066239,20.0,15.0
64720474,,8.0
2961367,4.0,66.0
69769327,17.0,84.0
14982763,17.0,85.0
65106936,12.0,23.0
34760199,9.0,15.0
19620461,5.0,76.0
45582157,10.0,86.0
63756185,21.0,64.0
76596360,10.0,2.0
48651729,17.0,71.0
3188092,12.0,86.0
48177892,5.0,59.0
58134436,12.0,90.0
79565243,18.0,25.0
34793455,17.0,37.0
85201792,12.0,28.0
39200653,21.0,78.0
54551540,20.0,61.0
53603916,17.0,60.0
14820027,10.0,63.0
23223633,19.0,29.0
33355758,20.0,82.0
72480920,19.0,53.0
22537713,10.0,24.0
69987214,19.0,35.0
50168619,17.0,90.0
24433923,4.0,2.0
66973273,20.0,36.0
33124419,20.0,2.0
86800933,18.0,2.0
82927093,5.0,37.0
51459518,12.0,84.0
88520287,20.0,21.0
53041965,19.0,60.0
54435500,21.0,35.0
41987162,17.0,8.0
71601139,7.0,60.0
65310531,0.0,2.0
4838785,5.0,82.0
75478192,21.0,25.0
92811,20.0,90.0
86084405,20.0,71.0
52218123,21.0,51.0
83950375,4.0,90.0
63172055,4.0,90.0
99618,10.0,63.0
42746980,9.0,16.0
35834952,19.0,45.0
13013021,10.0,37.0
86678554,0.0,66.0
9561496,20.0,41.0
6094828,17.0,42.0
51599975,21.0,66.0
22660843,17.0,2.0
35288065,21.0,35.0
82222013,12.0,2.0
42864474,20.0,2.0
5385506,1.0,
74469611,17.0,85.0
28862040,20.0,36.0
43205053,10.0,2.0
14120029,17.0,29.0
65802445,17.0,51.0
80504824,21.0,60.0
67697078,16.0,2.0
