user_id,socdem_cluster,region
480088,21.0,2.0
480698,21.0,2.0
482224,9.0,2.0
489700,17.0,59.0
495610,21.0,56.0
505024,9.0,87.0
506343,12.0,21.0
514168,20.0,49.0
548875,10.0,36.0
550886,9.0,24.0
560868,17.0,2.0
562180,0.0,15.0
566400,12.0,14.0
566799,20.0,46.0
568006,20.0,67.0
580762,10.0,27.0
582633,12.0,71.0
583113,17.0,86.0
583192,12.0,24.0
587370,9.0,56.0
589070,20.0,53.0
590728,19.0,35.0
593170,9.0,11.0
594188,17.0,36.0
595043,17.0,90.0
598200,12.0,59.0
601394,9.0,2.0
607655,17.0,39.0
616808,12.0,2.0
619496,21.0,67.0
627605,12.0,88.0
627781,12.0,2.0
648370,21.0,48.0
650285,12.0,37.0
655222,21.0,46.0
676721,20.0,59.0
689522,17.0,2.0
695571,17.0,54.0
695887,4.0,2.0
698869,5.0,90.0
703772,20.0,60.0
708344,19.0,71.0
709637,20.0,59.0
712960,7.0,27.0
714938,10.0,13.0
715451,20.0,52.0
729134,5.0,32.0
730943,12.0,2.0
731442,12.0,2.0
731736,20.0,24.0
734393,20.0,0.0
735351,17.0,17.0
737199,10.0,18.0
740146,9.0,46.0
741103,12.0,61.0
751626,12.0,2.0
752387,21.0,84.0
753461,9.0,24.0
757226,21.0,38.0
762518,12.0,56.0
765327,12.0,2.0
768999,5.0,37.0
776988,4.0,18.0
781476,17.0,29.0
787726,17.0,59.0
790228,21.0,67.0
792455,10.0,59.0
793020,19.0,71.0
794922,5.0,84.0
798399,21.0,67.0
801116,17.0,19.0
805309,20.0,1.0
805949,20.0,59.0
819328,17.0,2.0
824653,20.0,33.0
828142,9.0,73.0
832093,12.0,82.0
835615,21.0,2.0
836666,17.0,2.0
842164,21.0,2.0
845177,10.0,90.0
860590,19.0,2.0
863386,21.0,2.0
863441,19.0,60.0
865013,0.0,36.0
870655,9.0,0.0
871239,19.0,46.0
875264,9.0,67.0
882794,21.0,87.0
884845,12.0,2.0
886626,12.0,2.0
890080,4.0,56.0
892546,5.0,29.0
895141,21.0,2.0
896682,21.0,2.0
897591,10.0,0.0
908670,9.0,61.0
913170,21.0,85.0
916046,20.0,55.0
920351,12.0,24.0
920476,12.0,81.0
922099,20.0,82.0
928230,21.0,32.0
933635,12.0,2.0
944058,21.0,76.0
952840,12.0,74.0
956097,19.0,2.0
957256,19.0,25.0
959060,17.0,2.0
963595,20.0,73.0
964818,20.0,2.0
965252,20.0,83.0
969009,12.0,28.0
972014,0.0,18.0
981664,21.0,25.0
989829,9.0,70.0
991621,12.0,2.0
996821,12.0,63.0
1005643,20.0,36.0
1005817,19.0,17.0
1010500,21.0,2.0
1012246,20.0,31.0
1013461,19.0,88.0
1024123,10.0,2.0
1026710,19.0,2.0
1027448,21.0,60.0
1031627,7.0,18.0
1034267,21.0,11.0
1035735,12.0,17.0
1035986,17.0,60.0
1039562,9.0,72.0
1041888,18.0,5.0
1043621,17.0,2.0
1044033,19.0,60.0
1048863,17.0,70.0
1050887,9.0,29.0
1060416,10.0,25.0
1063867,19.0,2.0
1079609,7.0,2.0
1079882,20.0,22.0
1088503,21.0,23.0
1089257,9.0,2.0
1089864,20.0,25.0
1093125,12.0,41.0
1098078,17.0,90.0
1098165,12.0,37.0
1098888,0.0,72.0
1098975,12.0,21.0
1101651,12.0,11.0
1111537,20.0,90.0
1117389,21.0,2.0
1122070,10.0,36.0
1134093,5.0,44.0
1142332,4.0,2.0
1142514,21.0,2.0
1148563,7.0,90.0
1162314,12.0,90.0
1162761,10.0,24.0
1164504,20.0,24.0
1166861,12.0,60.0
1167168,21.0,2.0
1171082,21.0,85.0
1171854,10.0,81.0
1172667,17.0,2.0
1173282,21.0,75.0
1177426,12.0,60.0
1182614,9.0,77.0
1187545,5.0,84.0
1188174,21.0,15.0
1199624,12.0,11.0
1201480,9.0,16.0
1211074,18.0,56.0
1215485,12.0,18.0
1217467,21.0,4.0
1227984,20.0,18.0
1228491,21.0,2.0
1230213,5.0,18.0
1231072,9.0,15.0
1234894,4.0,2.0
1243199,21.0,15.0
1245962,20.0,2.0
1249599,7.0,84.0
1259887,21.0,64.0
1268618,20.0,60.0
1270094,12.0,25.0
1271901,12.0,2.0
1275111,0.0,67.0
1275340,17.0,23.0
1276443,21.0,50.0
1276873,12.0,60.0
1278197,17.0,2.0
1285687,4.0,2.0
1288175,21.0,82.0
1296678,7.0,29.0
1303903,11.0,2.0
1310072,12.0,2.0
1310461,7.0,2.0
1314899,12.0,71.0
1317012,17.0,15.0
1318152,21.0,2.0
1318637,21.0,2.0
1320656,10.0,40.0
1322222,17.0,11.0
1324740,12.0,60.0
1325082,17.0,90.0
1326027,10.0,55.0
1326156,17.0,3.0
1327430,9.0,60.0
1327542,12.0,2.0
1334221,21.0,60.0
1336187,12.0,90.0
1342692,17.0,60.0
1343705,19.0,31.0
1344603,12.0,76.0
1347389,17.0,2.0
1349779,21.0,11.0
1351926,19.0,29.0
1353459,17.0,90.0
1358115,12.0,60.0
1371305,12.0,24.0
1379234,9.0,11.0
1380722,10.0,86.0
1381465,12.0,31.0
1383960,21.0,2.0
1387426,9.0,2.0
1389755,17.0,72.0
1390089,17.0,2.0
1394713,17.0,85.0
1396217,20.0,18.0
1400252,19.0,67.0
1401065,7.0,58.0
1403578,9.0,13.0
1405189,12.0,2.0
1413201,9.0,2.0
1414455,9.0,24.0
1415633,19.0,60.0
1421878,12.0,2.0
1422597,12.0,25.0
1434140,18.0,11.0
1434917,21.0,83.0
1435279,17.0,81.0
1437203,7.0,2.0
1447280,5.0,76.0
1453890,10.0,64.0
1462426,12.0,46.0
1466529,4.0,2.0
1468308,12.0,86.0
1471155,21.0,86.0
1481465,4.0,17.0
1482139,12.0,17.0
1485648,17.0,2.0
1489317,21.0,17.0
1494368,21.0,21.0
1501642,12.0,60.0
1502233,12.0,82.0
1502282,17.0,24.0
1502986,12.0,60.0
1518736,19.0,90.0
1529885,17.0,2.0
1531982,21.0,60.0
1544157,9.0,41.0
1552290,18.0,74.0
1564314,19.0,90.0
1565578,21.0,59.0
1582063,21.0,48.0
1597225,5.0,8.0
1605707,17.0,82.0
1608405,19.0,70.0
1615644,21.0,60.0
1616473,20.0,60.0
1623206,20.0,90.0
1624096,17.0,59.0
1625397,21.0,2.0
1629605,7.0,60.0
1630867,21.0,60.0
1630916,21.0,13.0
1637571,12.0,2.0
1642050,21.0,59.0
1642167,20.0,18.0
1648797,10.0,75.0
1653950,21.0,84.0
1655709,4.0,54.0
1657202,21.0,85.0
1665321,20.0,2.0
1671602,17.0,2.0
1675928,17.0,88.0
1679735,21.0,82.0
1685513,10.0,2.0
1686780,20.0,29.0
1691578,17.0,90.0
1694504,12.0,90.0
1701803,21.0,75.0
1704493,18.0,56.0
1704665,17.0,25.0
1705796,21.0,2.0
1714490,20.0,64.0
1715028,9.0,60.0
1716897,21.0,2.0
1723795,17.0,67.0
1727459,17.0,41.0
1731121,10.0,18.0
1732916,17.0,2.0
1740548,5.0,37.0
1740768,10.0,21.0
1743676,12.0,76.0
1768996,12.0,2.0
1773639,12.0,60.0
1774451,20.0,42.0
1775951,20.0,2.0
1778012,9.0,2.0
1790219,9.0,90.0
1790329,19.0,59.0
1796380,5.0,60.0
1808515,9.0,2.0
1814818,20.0,8.0
1831186,17.0,2.0
1834624,5.0,18.0
1841022,20.0,36.0
1844357,4.0,40.0
1851722,21.0,82.0
1852694,21.0,76.0
1853565,21.0,2.0
1857066,9.0,27.0
1857583,21.0,85.0
1861167,0.0,73.0
1862134,19.0,90.0
1865669,17.0,76.0
1871182,10.0,29.0
1878912,4.0,90.0
1910090,12.0,17.0
1910161,9.0,84.0
1923781,21.0,2.0
1924996,12.0,29.0
1926856,12.0,2.0
1929948,12.0,55.0
1940157,17.0,11.0
1945984,9.0,2.0
1954669,9.0,53.0
1961838,21.0,7.0
1968642,12.0,2.0
1969235,10.0,53.0
1972940,19.0,59.0
1973529,9.0,59.0
1983515,12.0,55.0
1984888,4.0,2.0
1992803,17.0,41.0
2002329,4.0,46.0
2004865,9.0,90.0
2012551,19.0,2.0
2012832,21.0,53.0
2013791,0.0,2.0
2016399,9.0,63.0
2017488,21.0,2.0
2018721,10.0,18.0
2021393,19.0,30.0
2024966,21.0,2.0
2025787,17.0,90.0
2028539,17.0,60.0
2029480,7.0,75.0
2031729,10.0,67.0
2032034,12.0,21.0
2032713,21.0,2.0
2033057,17.0,11.0
2035032,12.0,24.0
2046170,12.0,60.0
2054902,0.0,2.0
2058665,9.0,2.0
2075107,19.0,29.0
2075271,12.0,63.0
2077862,17.0,2.0
2078201,12.0,2.0
2082328,9.0,63.0
2089000,17.0,46.0
2094696,20.0,90.0
2100452,12.0,46.0
2100895,17.0,12.0
2106294,9.0,60.0
2107473,21.0,2.0
2116910,10.0,49.0
2128775,10.0,90.0
2131317,17.0,29.0
2132220,19.0,64.0
2132767,12.0,50.0
2139049,4.0,33.0
2142923,21.0,56.0
2147564,20.0,0.0
2149009,20.0,12.0
2154760,12.0,2.0
2155662,20.0,11.0
2162530,21.0,59.0
2174255,21.0,44.0
2174783,5.0,56.0
2176527,20.0,2.0
2177331,12.0,36.0
2191623,12.0,34.0
2193863,21.0,2.0
2194395,12.0,2.0
2197872,17.0,2.0
2198068,12.0,25.0
2200044,21.0,2.0
2209074,0.0,25.0
2218468,12.0,2.0
2219376,12.0,85.0
2229372,9.0,53.0
2230852,12.0,29.0
2236220,17.0,64.0
2242790,9.0,76.0
2243839,17.0,2.0
2243999,21.0,2.0
2249061,21.0,2.0
2253381,17.0,16.0
2259350,9.0,18.0
2259807,4.0,28.0
2263781,18.0,23.0
2264494,20.0,90.0
2267169,19.0,77.0
2272198,19.0,24.0
2276493,19.0,60.0
2277587,0.0,90.0
2278243,9.0,56.0
2279630,17.0,24.0
2280007,21.0,28.0
2289754,21.0,84.0
2291146,12.0,51.0
2296863,17.0,24.0
2298579,21.0,18.0
2300625,20.0,18.0
2303038,20.0,2.0
2304829,12.0,51.0
2306840,10.0,17.0
2310319,21.0,66.0
2315887,12.0,2.0
2319526,4.0,53.0
2321710,12.0,2.0
2329464,21.0,10.0
2333151,5.0,8.0
2337230,21.0,2.0
2338713,10.0,40.0
2339176,12.0,2.0
2344789,0.0,38.0
2345543,21.0,44.0
2353846,20.0,24.0
2355377,12.0,55.0
2368461,17.0,18.0
2371274,9.0,49.0
2373734,17.0,2.0
2386155,20.0,74.0
2386893,9.0,90.0
2388332,12.0,33.0
2400190,20.0,18.0
2400682,5.0,2.0
2411423,19.0,42.0
2413939,9.0,24.0
2416329,5.0,2.0
2419341,17.0,37.0
2427733,12.0,2.0
2436886,21.0,27.0
2445537,0.0,2.0
2446867,12.0,2.0
2452975,10.0,72.0
2454612,20.0,88.0
2455360,17.0,0.0
2457757,12.0,2.0
2467437,9.0,86.0
2468246,9.0,72.0
2476326,12.0,90.0
2476481,20.0,4.0
2477193,4.0,72.0
2485482,19.0,61.0
2486254,20.0,15.0
2489824,17.0,60.0
2492587,21.0,24.0
2492844,10.0,2.0
2494502,17.0,29.0
2498409,19.0,2.0
2504858,12.0,2.0
2506840,10.0,24.0
2511599,19.0,25.0
2519029,17.0,71.0
2523556,21.0,2.0
2540906,4.0,66.0
2551242,12.0,2.0
2555197,21.0,90.0
2568566,17.0,1.0
2568804,12.0,82.0
2570136,5.0,24.0
2573203,21.0,9.0
2584921,4.0,2.0
2588586,21.0,67.0
2602082,20.0,29.0
2603737,12.0,2.0
2604900,4.0,2.0
2611536,20.0,56.0
2615248,21.0,23.0
2616662,19.0,72.0
2617026,19.0,17.0
2619847,21.0,71.0
2619883,21.0,60.0
2625462,20.0,36.0
2640736,10.0,25.0
2651095,10.0,90.0
2651868,9.0,61.0
2659159,21.0,29.0
2663845,9.0,67.0
2665801,20.0,76.0
2671327,10.0,25.0
2680756,0.0,28.0
2682247,5.0,54.0
2685841,12.0,37.0
2708606,4.0,71.0
2710312,18.0,84.0
2710456,17.0,59.0
2712104,7.0,60.0
2713166,12.0,28.0
2716059,12.0,2.0
2717749,12.0,37.0
2723493,21.0,60.0
2735059,19.0,60.0
2737592,21.0,82.0
2743763,8.0,2.0
2769019,12.0,2.0
2772469,17.0,2.0
2776938,1.0,60.0
2781335,17.0,48.0
2799763,12.0,51.0
2803891,0.0,18.0
2807646,17.0,2.0
2808853,10.0,18.0
2809801,18.0,18.0
2809889,21.0,2.0
2816284,12.0,51.0
2818563,12.0,60.0
2824550,12.0,60.0
2825079,21.0,90.0
2830471,18.0,5.0
2832645,21.0,2.0
2837631,4.0,2.0
2856047,17.0,2.0
2863426,20.0,2.0
2869079,5.0,61.0
2882129,17.0,11.0
2886831,17.0,45.0
2891693,21.0,53.0
2892363,12.0,2.0
2892497,5.0,24.0
2911469,21.0,25.0
2915260,12.0,2.0
2924327,9.0,84.0
2928106,5.0,84.0
2932142,4.0,82.0
2932341,18.0,18.0
2934367,21.0,24.0
2936517,21.0,2.0
2937368,5.0,72.0
2937856,21.0,24.0
2947677,12.0,78.0
2948599,10.0,29.0
2952717,17.0,29.0
2956798,10.0,2.0
2956936,9.0,25.0
2959085,17.0,2.0
2962076,20.0,2.0
2963148,20.0,2.0
2970296,17.0,23.0
2978228,0.0,53.0
2989819,12.0,60.0
2994166,12.0,2.0
2995203,17.0,2.0
3003914,17.0,60.0
3004749,4.0,17.0
3009004,12.0,2.0
3011226,17.0,0.0
3016348,17.0,67.0
3018835,9.0,36.0
3023118,12.0,2.0
3024832,12.0,58.0
3032005,12.0,60.0
3034003,17.0,2.0
3053797,9.0,2.0
3055263,17.0,2.0
3057186,20.0,17.0
3057654,17.0,2.0
3060207,19.0,30.0
3062970,21.0,41.0
3065567,9.0,18.0
3067094,12.0,17.0
3068114,4.0,90.0
3071597,9.0,59.0
3074135,21.0,2.0
3075786,21.0,59.0
3083134,17.0,24.0
3088311,5.0,2.0
3095073,21.0,60.0
3098929,21.0,64.0
3100220,21.0,90.0
3119256,4.0,2.0
3129184,21.0,48.0
3130401,21.0,25.0
3139538,9.0,82.0
3142154,19.0,67.0
3151223,4.0,2.0
3151591,12.0,31.0
3157326,17.0,63.0
3165381,12.0,2.0
3171534,7.0,36.0
3173101,12.0,45.0
3174326,21.0,90.0
3191893,12.0,76.0
3197291,4.0,90.0
3197466,19.0,59.0
3197758,20.0,68.0
3200107,12.0,8.0
3204414,12.0,21.0
3206290,12.0,90.0
3221193,5.0,56.0
3221594,21.0,29.0
3225714,5.0,85.0
3234145,12.0,86.0
3236667,12.0,85.0
3240076,20.0,18.0
3241209,21.0,24.0
3243846,20.0,85.0
3250139,12.0,59.0
3252851,0.0,4.0
3253052,9.0,11.0
3255117,9.0,36.0
3256524,17.0,17.0
3257740,9.0,2.0
3261967,21.0,6.0
3268443,20.0,60.0
3283287,9.0,2.0
3284420,19.0,13.0
3291939,21.0,72.0
3292521,12.0,90.0
3297524,9.0,89.0
3298770,17.0,24.0
3310599,21.0,71.0
3317050,17.0,2.0
3320406,17.0,31.0
3322884,4.0,35.0
3329903,4.0,19.0
3331949,0.0,29.0
3335131,17.0,12.0
3338674,12.0,1.0
3341344,12.0,18.0
3348304,9.0,60.0
3377513,1.0,0.0
3379468,10.0,18.0
3381263,12.0,44.0
3383837,9.0,3.0
3390736,7.0,41.0
3403488,10.0,67.0
3405684,19.0,60.0
3410628,12.0,9.0
3414390,5.0,85.0
3414857,9.0,60.0
3416648,19.0,60.0
3418332,9.0,67.0
3419260,20.0,90.0
3420496,0.0,42.0
3427120,9.0,60.0
3429167,12.0,2.0
3429656,9.0,60.0
3431368,20.0,13.0
3445598,17.0,2.0
3453414,17.0,60.0
3458976,21.0,19.0
3463126,9.0,42.0
3465550,9.0,67.0
3468540,10.0,25.0
3471280,12.0,5.0
3483493,5.0,59.0
3483771,21.0,9.0
3484843,21.0,42.0
3485017,17.0,2.0
3497364,0.0,25.0
3500187,12.0,61.0
3501157,10.0,9.0
3503760,12.0,54.0
3504139,17.0,48.0
3509895,12.0,53.0
3518633,0.0,25.0
3520122,12.0,63.0
3520199,4.0,15.0
3522769,4.0,27.0
3529332,9.0,2.0
3535339,17.0,29.0
3535520,17.0,11.0
3536172,10.0,33.0
3539620,0.0,2.0
3544181,5.0,85.0
3544790,17.0,60.0
3550397,12.0,32.0
3562566,21.0,84.0
3573292,4.0,10.0
3573846,20.0,12.0
3576002,5.0,15.0
3583002,19.0,5.0
3591474,17.0,2.0
3604493,20.0,2.0
3606941,17.0,81.0
3612640,4.0,60.0
3613632,21.0,60.0
3618158,0.0,36.0
3620337,12.0,60.0
3623307,21.0,31.0
3625175,18.0,56.0
3636938,17.0,2.0
3647191,0.0,60.0
3652585,17.0,0.0
3654460,12.0,2.0
3663949,21.0,35.0
3667225,10.0,36.0
3677125,4.0,2.0
3680425,21.0,60.0
3682051,12.0,57.0
3682249,5.0,67.0
3686621,17.0,73.0
3691983,12.0,37.0
3696627,9.0,75.0
3706455,21.0,60.0
3707979,5.0,61.0
3711374,17.0,67.0
3729403,9.0,2.0
3730562,12.0,17.0
3737587,17.0,67.0
3742909,20.0,58.0
3750769,12.0,90.0
3757241,21.0,25.0
3764303,20.0,37.0
3774283,9.0,60.0
3776707,12.0,7.0
3783924,12.0,64.0
3784641,19.0,24.0
3792527,21.0,18.0
3795457,9.0,18.0
3802405,2.0,60.0
3804669,21.0,25.0
3806885,12.0,2.0
3822252,10.0,64.0
3824047,17.0,11.0
3825734,12.0,18.0
3837859,20.0,87.0
3840072,7.0,0.0
3840408,17.0,21.0
3840471,12.0,3.0
3842607,19.0,2.0
3863323,9.0,55.0
3865997,19.0,18.0
3868173,4.0,11.0
3868856,9.0,2.0
3872144,12.0,60.0
3875559,20.0,24.0
3879104,21.0,18.0
3881255,12.0,31.0
3883990,12.0,60.0
3885137,17.0,60.0
3888010,9.0,15.0
3899838,17.0,2.0
3905230,17.0,2.0
3905996,21.0,17.0
3907040,4.0,10.0
3912393,10.0,82.0
3926006,20.0,37.0
3926957,21.0,36.0
3936280,4.0,2.0
3938763,12.0,37.0
3942586,12.0,72.0
3946282,21.0,81.0
3950229,4.0,17.0
3954163,17.0,24.0
3967761,0.0,33.0
3969407,0.0,2.0
3970105,21.0,38.0
3970586,19.0,11.0
3979465,12.0,86.0
3984220,4.0,5.0
3986432,12.0,17.0
3991933,0.0,12.0
3998532,17.0,29.0
4011611,10.0,2.0
4018768,9.0,28.0
4034289,12.0,2.0
4036964,12.0,29.0
4045497,17.0,29.0
4060454,4.0,12.0
4068461,18.0,2.0
4070772,17.0,11.0
4075321,5.0,17.0
4078216,19.0,60.0
4090643,17.0,29.0
4092922,19.0,2.0
4099867,19.0,61.0
4107643,17.0,11.0
4107702,21.0,84.0
4107896,17.0,90.0
4117529,21.0,79.0
4119705,21.0,10.0
4122837,12.0,42.0
4125079,20.0,42.0
4131456,19.0,77.0
4132361,12.0,29.0
4139848,9.0,2.0
4140166,17.0,84.0
4147569,17.0,2.0
4153060,17.0,17.0
4154175,7.0,42.0
4161903,19.0,85.0
4162422,19.0,15.0
4164294,12.0,2.0
4183153,20.0,15.0
4183167,17.0,37.0
4190224,17.0,6.0
4193320,17.0,85.0
4208675,5.0,67.0
4209251,21.0,48.0
4212487,12.0,2.0
4215978,20.0,12.0
4224779,9.0,2.0
4225355,12.0,2.0
4232406,10.0,72.0
4234418,9.0,60.0
4234729,19.0,12.0
4237353,12.0,85.0
4237628,21.0,11.0
4249431,9.0,67.0
4249645,20.0,55.0
4255968,21.0,71.0
4260865,17.0,2.0
4267484,17.0,90.0
4268177,19.0,60.0
4268632,4.0,2.0
4270696,17.0,90.0
4285732,20.0,2.0
4287477,19.0,17.0
4290795,21.0,53.0
4298423,20.0,55.0
4301065,20.0,2.0
4301586,17.0,29.0
4301820,0.0,2.0
4310428,17.0,33.0
4310569,12.0,47.0
4323345,21.0,72.0
4329896,21.0,2.0
4330513,18.0,63.0
4331341,17.0,2.0
4332076,20.0,11.0
4337195,7.0,62.0
4338003,4.0,88.0
4342758,0.0,85.0
4353172,12.0,29.0
4357822,20.0,54.0
4361834,12.0,2.0
4379926,12.0,2.0
4393974,20.0,49.0
4405559,0.0,50.0
4407838,4.0,2.0
4410581,9.0,59.0
4415541,17.0,46.0
4418391,12.0,9.0
4419497,21.0,60.0
4420462,0.0,2.0
4426532,17.0,82.0
4427133,19.0,53.0
4430927,12.0,60.0
4434691,0.0,90.0
4434843,21.0,60.0
4436155,20.0,46.0
4438997,9.0,81.0
4444155,5.0,2.0
4445168,0.0,2.0
4451057,9.0,90.0
4452141,21.0,73.0
4455669,21.0,18.0
4469646,17.0,67.0
4470673,20.0,75.0
4470726,9.0,2.0
4472955,4.0,11.0
4480645,17.0,60.0
4485906,9.0,2.0
4487730,20.0,60.0
4488743,21.0,90.0
4489666,9.0,88.0
4490325,0.0,81.0
4493126,21.0,84.0
4493140,17.0,2.0
4493422,9.0,25.0
4494705,17.0,28.0
4500138,21.0,60.0
4504465,12.0,17.0
4509471,10.0,82.0
4509928,4.0,0.0
4514458,17.0,40.0
4514630,17.0,2.0
4514866,17.0,4.0
4515160,10.0,46.0
4516416,17.0,64.0
4517557,21.0,76.0
4520719,18.0,84.0
4531128,5.0,90.0
4534245,20.0,72.0
4535291,17.0,24.0
4535709,0.0,18.0
4537842,12.0,85.0
4548390,7.0,36.0
4548828,9.0,2.0
4555910,12.0,76.0
4558831,17.0,2.0
4561194,12.0,41.0
4570416,12.0,68.0
4574304,21.0,25.0
4575314,4.0,18.0
4575480,4.0,2.0
4580297,17.0,60.0
4587757,0.0,3.0
4590851,19.0,3.0
4591245,17.0,90.0
4595346,4.0,2.0
4597908,0.0,36.0
4609728,17.0,13.0
4613758,12.0,60.0
4614498,9.0,90.0
4625655,12.0,24.0
4625907,9.0,2.0
4626002,12.0,2.0
4626994,19.0,81.0
4628364,12.0,60.0
4635664,0.0,28.0
4645030,7.0,17.0
4646437,9.0,71.0
4648723,4.0,63.0
4649995,17.0,51.0
4652452,21.0,2.0
4652523,19.0,2.0
4684086,21.0,9.0
4685293,9.0,88.0
4695899,0.0,54.0
4698706,20.0,37.0
4700819,19.0,59.0
4704456,21.0,90.0
4718985,20.0,12.0
4725570,17.0,18.0
4727664,0.0,2.0
4736377,9.0,18.0
4740719,17.0,61.0
4745414,19.0,52.0
4747704,0.0,67.0
4750403,5.0,2.0
4750557,12.0,55.0
4751513,5.0,90.0
4761335,12.0,31.0
4762088,17.0,2.0
4766382,17.0,2.0
4768680,7.0,36.0
4769535,21.0,60.0
4774012,9.0,76.0
4774676,21.0,59.0
4775416,12.0,2.0
4776578,19.0,59.0
4779563,21.0,85.0
4782830,4.0,37.0
4784303,4.0,18.0
4789200,21.0,83.0
4795275,21.0,59.0
4799313,21.0,2.0
4805456,19.0,19.0
4813579,20.0,56.0
4824475,9.0,8.0
4827640,0.0,13.0
4828696,17.0,61.0
4837703,17.0,36.0
4838685,12.0,11.0
4839885,19.0,2.0
4840288,12.0,2.0
4847078,18.0,66.0
4852354,5.0,37.0
4857099,12.0,61.0
4862416,12.0,90.0
4864610,0.0,37.0
4867550,21.0,2.0
4867842,17.0,29.0
4870749,19.0,2.0
4874230,10.0,0.0
4881984,12.0,60.0
4885291,20.0,12.0
4888013,12.0,61.0
4888111,9.0,2.0
4888408,12.0,2.0
4891104,19.0,84.0
4891711,12.0,2.0
4902265,20.0,2.0
4909497,12.0,90.0
4914845,17.0,17.0
4920813,9.0,90.0
4924139,17.0,60.0
4924688,12.0,2.0
4929346,21.0,56.0
4931906,20.0,59.0
4938148,9.0,54.0
4938995,17.0,71.0
4943522,20.0,2.0
4944619,12.0,42.0
4948798,0.0,73.0
4950903,12.0,56.0
4958887,21.0,17.0
4964173,9.0,90.0
4966279,17.0,60.0
4975101,17.0,63.0
4975210,12.0,29.0
4975221,12.0,18.0
4977523,20.0,60.0
4977745,21.0,2.0
4988346,19.0,2.0
4988826,20.0,59.0
4993655,21.0,2.0
4994912,17.0,75.0
4996572,12.0,2.0
4998457,9.0,2.0
5002006,12.0,17.0
5004395,17.0,14.0
5010981,17.0,2.0
5011231,12.0,28.0
5012951,9.0,2.0
5017641,0.0,33.0
5017784,10.0,46.0
5026022,5.0,53.0
5034493,12.0,2.0
5040621,2.0,90.0
5053782,20.0,11.0
5056297,9.0,61.0
5057506,20.0,85.0
5064876,12.0,46.0
5080934,21.0,71.0
5086440,9.0,54.0
5087553,20.0,71.0
5098417,20.0,41.0
5099222,12.0,8.0
5113708,17.0,59.0
5115633,12.0,59.0
5119591,12.0,17.0
5120587,10.0,60.0
5124811,12.0,2.0
5134301,17.0,2.0
5140690,20.0,90.0
5147842,17.0,29.0
5149028,17.0,45.0
5150531,12.0,17.0
5157097,20.0,28.0
5159486,12.0,63.0
5177134,9.0,31.0
5185439,21.0,60.0
5186298,12.0,59.0
5186454,17.0,2.0
5187792,12.0,2.0
5189205,12.0,11.0
5191939,12.0,25.0
5193742,20.0,17.0
5198137,12.0,2.0
5201470,19.0,28.0
5205964,9.0,86.0
5206667,21.0,82.0
5213878,9.0,53.0
5219859,21.0,59.0
5224079,17.0,61.0
5226510,19.0,29.0
5228593,9.0,24.0
5231327,9.0,60.0
5234239,12.0,88.0
5244765,12.0,2.0
5251470,7.0,82.0
5254581,4.0,90.0
5255165,2.0,67.0
5258366,19.0,66.0
5258853,0.0,72.0
5261707,12.0,17.0
5266081,5.0,59.0
5268157,20.0,2.0
5271984,9.0,59.0
5274195,12.0,60.0
5275814,20.0,59.0
5280603,7.0,38.0
5281495,20.0,84.0
5293059,9.0,18.0
5302635,20.0,59.0
5305335,17.0,90.0
5313058,0.0,24.0
